#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	ntp
#open	2025-05-30-15-39-33
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	version	mode	stratum	poll	precision	root_delay	root_disp	ref_id	ref_time	org_time	rec_time	xmt_time	num_exts
#types	time	string	addr	port	addr	port	count	count	count	interval	interval	interval	interval	string	time	time	time	time	count
1499169272.240412	CiepJr4HjVDLKzgG8d	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.641953	192.168.10.3	1499169219.092632	1499169204.859290	1499169204.860004	1499169268.874632	0
1499169272.240415	CiepJr4HjVDLKzgG8d	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.641953	192.168.10.3	1499169219.092632	1499169204.859290	1499169204.860004	1499169268.874632	0
1499169272.240547	CiepJr4HjVDLKzgG8d	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.597488	52.179.17.38	1499117645.295981	1499169268.874632	1499169268.873979	1499169268.873981	0
1499169272.240551	CiepJr4HjVDLKzgG8d	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.597488	52.179.17.38	1499117645.295981	1499169268.874632	1499169268.873979	1499169268.873981	0
1499169336.255678	CCAGcG1i0Y7S7dMvt5	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.639526	192.168.10.3	1499169268.874469	1499169268.873981	1499169268.874922	1499169332.889469	0
1499169336.255681	CCAGcG1i0Y7S7dMvt5	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.639526	192.168.10.3	1499169268.874469	1499169268.873981	1499169268.874922	1499169332.889469	0
1499169336.255775	CCAGcG1i0Y7S7dMvt5	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.598236	52.179.17.38	1499117645.294814	1499169332.889469	1499169332.888812	1499169332.888815	0
1499169336.255779	CCAGcG1i0Y7S7dMvt5	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.598236	52.179.17.38	1499117645.294814	1499169332.889469	1499169332.888812	1499169332.888815	0
1499169400.271185	CV7tg34dvEBlkiOWOl	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.640274	192.168.10.3	1499169347.107573	1499169332.888815	1499169332.889469	1499169396.904573	0
1499169400.271188	CV7tg34dvEBlkiOWOl	192.168.10.5	123	192.168.10.3	123	3	1	4	64.000000	0.015625	0.031250	9.640274	192.168.10.3	1499169347.107573	1499169332.888815	1499169332.889469	1499169396.904573	0
1499169400.271320	CV7tg34dvEBlkiOWOl	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.598969	52.179.17.38	1499117645.293932	1499169396.904573	1499169396.903929	1499169396.903932	0
1499169400.271324	CV7tg34dvEBlkiOWOl	192.168.10.5	123	192.168.10.3	123	3	4	3	64.000000	0.000000	0.000000	9.598969	52.179.17.38	1499117645.293932	1499169396.904573	1499169396.903929	1499169396.903932	0
1499169428.419429	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169426.248930	0
1499169428.419432	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169426.248930	0
1499169428.419541	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599289	52.179.17.38	1499117645.285980	1499169426.248930	1499169425.051978	1499169425.051980	0
1499169428.419544	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599289	52.179.17.38	1499117645.285980	1499169426.248930	1499169425.051978	1499169425.051980	0
1499169430.419425	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169428.248939	0
1499169430.419429	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169428.248939	0
1499169430.419516	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599319	52.179.17.38	1499117645.285947	1499169428.248939	1499169427.051944	1499169427.051947	0
1499169430.419520	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599319	52.179.17.38	1499117645.285947	1499169428.248939	1499169427.051944	1499169427.051947	0
1499169432.419393	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169430.248928	0
1499169432.419397	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169430.248928	0
1499169432.419506	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599335	52.179.17.38	1499117645.285918	1499169430.248928	1499169429.051917	1499169429.051919	0
1499169432.419509	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599335	52.179.17.38	1499117645.285918	1499169430.248928	1499169429.051917	1499169429.051919	0
1499169434.419390	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169432.248938	0
1499169434.419393	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169432.248938	0
1499169434.419501	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599365	52.179.17.38	1499117645.285904	1499169432.248938	1499169431.051902	1499169431.051904	0
1499169434.419504	CBCtrE1mqHqTZkGED7	192.168.10.51	123	192.168.10.3	123	3	4	3	8.000000	0.000000	0.000000	9.599365	52.179.17.38	1499117645.285904	1499169432.248938	1499169431.051902	1499169431.051904	0
1499169434.606467	C0C8yJ3AnWTQNfdQr	192.168.10.17	123	192.168.10.3	123	4	3	0	8.000000	0.015625	1.000000	1.000000	\x00\x00\x00\x00	0.000000	0.000000	0.000000	1499169435.607774	0
